8.13172798365	8.13172798365
7.98857126028	8.27240770389
7.84298114072	8.41056756862
7.69500197313	8.54616549299
7.54467883339	8.67916017256
7.3920575114	8.80951109587
7.23718449707	8.93717855676
7.08010696625	9.06212366648
6.92087276625	9.18430836554
6.75953040136	9.30369543531
6.59612901804	9.42024850932
6.43071838991	9.53393208438
6.26334890267	9.64471153137
6.09407153868	9.7525531058
5.92293786147	9.85742395807
5.75	9.95929214352
5.57531063283	10.0581266321
5.39892297204	10.1538973179
5.220890747	10.2465750282
5.04126818807	10.3361315324
4.86011001002	10.4225395509
4.67747139537	10.5057727629
4.49340797763	10.5858058147
4.30797582428	10.6626143275
4.12123141977	10.7361749047
3.93323164825	10.806465139
3.74403377626	10.8734636194
3.55369543531	10.9371499374
3.36227460431	10.9975046936
3.1698295919	11.0545095033
2.97641901868	11.1081470023
2.7821017994	11.1584008522
2.58693712495	11.205255745
2.3909844444	11.2486974084
2.19430344683	11.2887126096
1.99695404317	11.3252891596
1.79899634796	11.3584159168
1.60049066104	11.3880827905
1.40149744916	11.4142807439
1.20207732758	11.4370017967
1.0022910416	11.4562390281
0.802199448057	11.471986578
0.601863496794	11.4842396497
0.401344212079	11.4929945107
0.200702674029	11.4982484943
7.0417190951e-16	11.5
-0.200702674029	11.4982484943
-0.401344212079	11.4929945107
-0.601863496794	11.4842396497
-0.802199448057	11.471986578
-1.0022910416	11.4562390281
-1.20207732758	11.4370017967
-1.40149744916	11.4142807439
-1.60049066104	11.3880827905
-1.79899634796	11.3584159168
-1.99695404317	11.3252891596
-2.19430344683	11.2887126096
-2.3909844444	11.2486974084
-2.58693712495	11.205255745
-2.7821017994	11.1584008522
-2.97641901868	11.1081470023
-3.1698295919	11.0545095033
-3.36227460431	10.9975046936
-3.55369543531	10.9371499374
-3.74403377626	10.8734636194
-3.93323164825	10.806465139
-4.12123141977	10.7361749047
-4.30797582428	10.6626143275
-4.49340797763	10.5858058147
-4.67747139537	10.5057727629
-4.86011001002	10.4225395509
-5.04126818807	10.3361315324
-5.220890747	10.2465750282
-5.39892297204	10.1538973179
-5.57531063283	10.0581266321
-5.75	9.95929214352
-5.92293786147	9.85742395807
-6.09407153868	9.7525531058
-6.26334890267	9.64471153137
-6.43071838991	9.53393208438
-6.59612901804	9.42024850932
-6.75953040136	9.30369543531
-6.92087276625	9.18430836554
-7.08010696625	9.06212366648
-7.23718449707	8.93717855676
-7.3920575114	8.80951109587
-7.54467883339	8.67916017256
-7.69500197313	8.54616549299
-7.84298114072	8.41056756862
-7.98857126028	8.27240770389
-8.13172798365	8.13172798365
